R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R248	0.0516	-494	0.0516	-494	0.0516	-494	0.0516	-494	0.0516	-494	0.0516	-494	0.2928	-494
R249	0.0516	-496	0.0516	-496	0.0516	-496	0.0516	-496	0.0516	-496	0.0516	-496	0.2911	-496
R250	0.0516	-498	0.0516	-498	0.0516	-498	0.0516	-498	0.0516	-498	0.0516	-498	0.289	-498
R251	0.0516	-500	0.0516	-500	0.0516	-500	0.0516	-500	0.0516	-500	0.0516	-500	0.2868	-500
R252	0.0516	-502	0.0516	-502	0.0516	-502	0.0516	-502	0.0516	-502	0.0516	-502	0.2843	-502
R253	0.0516	-504	0.0516	-504	0.0516	-504	0.0516	-504	0.0516	-504	0.0516	-504	0.2816	-504
R254	0.0516	-506	0.0516	-506	0.0516	-506	0.0516	-506	0.0516	-506	0.0516	-506	0.2782	-506
R255	0.0516	-508	0.0516	-508	0.0516	-508	0.0516	-508	0.0516	-508	0.0516	-508	0.2745	-508
R256	0.0516	-510	0.0516	-510	0.0516	-510	0.0516	-510	0.0516	-510	0.0516	-510	0.2703	-510
R257	0.0516	-512	0.0516	-512	0.0516	-512	0.0516	-512	0.0516	-512	0.0516	-512	0.2654	-512
R258	0.0516	-514	0.0516	-514	0.0516	-514	0.0516	-514	0.0516	-514	0.0516	-514	0.2595	-514
R259	0.0516	-516	0.0516	-516	0.0516	-516	0.0516	-516	0.0516	-516	0.0516	-516	0.2527	-516
R260	0.0516	-518	0.0516	-518	0.0516	-518	0.0516	-518	0.0516	-518	0.0516	-518	0.2446	-518
R261	0.0516	-520	0.0516	-520	0.0516	-520	0.0516	-520	0.0516	-520	0.0516	-520	0.2349	-520
R262	0.0516	-522	0.0516	-522	0.0516	-522	0.0516	-522	0.0516	-522	0.0516	-522	0.2229	-522
R263	0.0516	-524	0.0516	-524	0.0516	-524	0.0516	-524	0.0516	-524	0.0516	-524	0.2083	-524
R264	0.0516	-526	0.0516	-526	0.0516	-526	0.0516	-526	0.0516	-526	0.0516	-526	0.1902	-526
R265	0.0516	-528	0.0516	-528	0.0516	-528	0.0516	-528	0.0516	-528	0.0516	-528	0.1662	-528
R266	0.0516	-530	0.0516	-530	0.0516	-530	0.0516	-530	0.0516	-530	0.0516	-530	0.1353	-530
R267	0.0516	-532	0.0516	-532	0.0516	-532	0.0516	-532	0.0516	-532	0.0516	-532	0.0977	-532
R268	0.0516	-534	0.0516	-534	0.0516	-534	0.0516	-534	0.0516	-534	0.0516	-534	0.0638	-534
R269	0.0516	-536	0.0516	-536	0.0516	-536	0.0516	-536	0.0516	-536	0.0516	-536	0.0526	-536
R270	0.0516	-538	0.0516	-538	0.0516	-538	0.0516	-538	0.0516	-538	0.0516	-538	0.0516	-538
R271	0.0516	-540	0.0516	-540	0.0516	-540	0.0516	-540	0.0516	-540	0.0516	-540	0.0516	-540
R272	0.0516	-542	0.0516	-542	0.0516	-542	0.0516	-542	0.0516	-542	0.0516	-542	0.0516	-542
R273	0.0516	-544	0.0516	-544	0.0516	-544	0.0516	-544	0.0516	-544	0.0516	-544	0.0516	-544
R274	0.0516	-546	0.0516	-546	0.0516	-546	0.0516	-546	0.0516	-546	0.0516	-546	0.0516	-546
R275	0.0516	-548	0.0516	-548	0.0516	-548	0.0516	-548	0.0516	-548	0.0516	-548	0.0516	-548
R276	0.0516	-550	0.0516	-550	0.0516	-550	0.0516	-550	0.0516	-550	0.0516	-550	0.0516	-550
R277	0.0516	-552	0.0516	-552	0.0516	-552	0.0516	-552	0.0516	-552	0.0516	-552	0.0516	-552
R278	0.0516	-554	0.0516	-554	0.0516	-554	0.0516	-554	0.0516	-554	0.0516	-554	0.0516	-554
R279	0.0516	-556	0.0516	-556	0.0516	-556	0.0516	-556	0.0516	-556	0.0516	-556	0.0516	-556
R280	0.0516	-558	0.0516	-558	0.0516	-558	0.0516	-558	0.0516	-558	0.0516	-558	0.0516	-558
R281	0.0516	-560	0.0516	-560	0.0516	-560	0.0516	-560	0.0516	-560	0.0516	-560	0.0516	-560
R282	0.0516	-562	0.0516	-562	0.0516	-562	0.0516	-562	0.0516	-562	0.0516	-562	0.0516	-562
R283	0.0516	-564	0.0516	-564	0.0516	-564	0.0516	-564	0.0516	-564	0.0516	-564	0.0516	-564
R284	0.0516	-566	0.0516	-566	0.0516	-566	0.0516	-566	0.0516	-566	0.0516	-566	0.0516	-566
R285	0.0516	-568	0.0516	-568	0.0516	-568	0.0516	-568	0.0516	-568	0.0516	-568	0.0516	-568
R286	0.0516	-570	0.0516	-570	0.0516	-570	0.0516	-570	0.0516	-570	0.0516	-570	0.0516	-570
R287	0.0516	-572	0.0516	-572	0.0516	-572	0.0516	-572	0.0516	-572	0.0516	-572	0.0516	-572
R288	0.0516	-574	0.0516	-574	0.0516	-574	0.0516	-574	0.0516	-574	0.0516	-574	0.0516	-574
R289	0.0516	-576	0.0516	-576	0.0516	-576	0.0516	-576	0.0516	-576	0.0516	-576	0.0516	-576
R290	0.0516	-578	0.0516	-578	0.0516	-578	0.0516	-578	0.0516	-578	0.0516	-578	0.0516	-578
R291	0.0516	-580	0.0516	-580	0.0516	-580	0.0516	-580	0.0516	-580	0.0516	-580	0.0516	-580
R292	0.0516	-582	0.0516	-582	0.0516	-582	0.0516	-582	0.0516	-582	0.0516	-582	0.0516	-582
R293	0.0516	-584	0.0516	-584	0.0516	-584	0.0516	-584	0.0516	-584	0.0516	-584	0.0516	-584
R294	0.0516	-586	0.0516	-586	0.0516	-586	0.0516	-586	0.0516	-586	0.0516	-586	0.0516	-586
R295	0.0516	-588	0.0516	-588	0.0516	-588	0.0516	-588	0.0516	-588	0.0516	-588	0.0516	-588
R296	0.0516	-590	0.0516	-590	0.0516	-590	0.0516	-590	0.0516	-590	0.0516	-590	0.0516	-590
R297	0.0516	-592	0.0516	-592	0.0516	-592	0.0516	-592	0.0516	-592	0.0516	-592	0.0516	-592
R298	0.0516	-594	0.0516	-594	0.0516	-594	0.0516	-594	0.0516	-594	0.0516	-594	0.0516	-594
R299	0.0516	-596	0.0516	-596	0.0516	-596	0.0516	-596	0.0516	-596	0.0516	-596	0.0516	-596
R300	0.0516	-598	0.0516	-598	0.0516	-598	0.0516	-598	0.0516	-598	0.0516	-598	0.0516	-598
R301	0.0516	-600	0.0516	-600	0.0516	-600	0.0516	-600	0.0516	-600	0.0516	-600	0.0516	-600
