R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R251	0.001669	-500	0.001669	-500	0.001669	-500	0.001669	-500	0.04007	-500	0.1562	-500	0.17	-500
R252	0.001669	-502	0.001669	-502	0.001669	-502	0.001669	-502	0.03492	-502	0.1556	-502	0.17	-502
R253	0.001669	-504	0.001669	-504	0.001669	-504	0.001669	-504	0.03028	-504	0.1551	-504	0.17	-504
R254	0.001669	-506	0.001669	-506	0.001669	-506	0.001669	-506	0.02608	-506	0.1545	-506	0.17	-506
R255	0.001669	-508	0.001669	-508	0.001669	-508	0.001669	-508	0.02131	-508	0.1539	-508	0.17	-508
R256	0.001669	-510	0.001669	-510	0.001669	-510	0.001669	-510	0.01732	-510	0.1533	-510	0.17	-510
R257	0.001669	-512	0.001669	-512	0.001669	-512	0.001669	-512	0.01388	-512	0.1526	-512	0.17	-512
R258	0.001669	-514	0.001669	-514	0.001669	-514	0.001669	-514	0.01003	-514	0.152	-514	0.17	-514
R259	0.001669	-516	0.001669	-516	0.001669	-516	0.001669	-516	0.007885	-516	0.1513	-516	0.17	-516
R260	0.001669	-518	0.001669	-518	0.001669	-518	0.001669	-518	0.005588	-518	0.1507	-518	0.17	-518
R261	0.001669	-520	0.001669	-520	0.001669	-520	0.001669	-520	0.004115	-520	0.15	-520	0.17	-520
R262	0.001669	-522	0.001669	-522	0.001669	-522	0.001669	-522	0.003202	-522	0.1492	-522	0.17	-522
R263	0.001669	-524	0.001669	-524	0.001669	-524	0.001669	-524	0.002451	-524	0.1485	-524	0.17	-524
R264	0.001669	-526	0.001669	-526	0.001669	-526	0.001669	-526	0.001984	-526	0.1477	-526	0.17	-526
R265	0.001669	-528	0.001669	-528	0.001669	-528	0.001669	-528	0.001851	-528	0.147	-528	0.17	-528
R266	0.001669	-530	0.001669	-530	0.001669	-530	0.001669	-530	0.001772	-530	0.1462	-530	0.17	-530
R267	0.001669	-532	0.001669	-532	0.001669	-532	0.001669	-532	0.001726	-532	0.1454	-532	0.17	-532
R268	0.001669	-534	0.001669	-534	0.001669	-534	0.001669	-534	0.0017	-534	0.1446	-534	0.17	-534
R269	0.001669	-536	0.001669	-536	0.001669	-536	0.001669	-536	0.001686	-536	0.1437	-536	0.17	-536
R270	0.001669	-538	0.001669	-538	0.001669	-538	0.001669	-538	0.001679	-538	0.1429	-538	0.17	-538
R271	0.001669	-540	0.001669	-540	0.001669	-540	0.001669	-540	0.001674	-540	0.142	-540	0.17	-540
R272	0.001669	-542	0.001669	-542	0.001669	-542	0.001669	-542	0.001672	-542	0.1411	-542	0.17	-542
R273	0.001669	-544	0.001669	-544	0.001669	-544	0.001669	-544	0.001671	-544	0.1402	-544	0.17	-544
R274	0.001669	-546	0.001669	-546	0.001669	-546	0.001669	-546	0.00167	-546	0.1393	-546	0.17	-546
R275	0.001669	-548	0.001669	-548	0.001669	-548	0.001669	-548	0.00167	-548	0.1383	-548	0.17	-548
R276	0.001669	-550	0.001669	-550	0.001669	-550	0.001669	-550	0.00167	-550	0.1374	-550	0.17	-550
R277	0.001669	-552	0.001669	-552	0.001669	-552	0.001669	-552	0.001669	-552	0.1364	-552	0.17	-552
R278	0.001669	-554	0.001669	-554	0.001669	-554	0.001669	-554	0.001669	-554	0.1355	-554	0.17	-554
R279	0.001669	-556	0.001669	-556	0.001669	-556	0.001669	-556	0.001669	-556	0.1345	-556	0.17	-556
R280	0.001669	-558	0.001669	-558	0.001669	-558	0.001669	-558	0.001669	-558	0.1335	-558	0.17	-558
R281	0.001669	-560	0.001669	-560	0.001669	-560	0.001669	-560	0.001669	-560	0.1325	-560	0.17	-560
R282	0.001669	-562	0.001669	-562	0.001669	-562	0.001669	-562	0.001669	-562	0.1316	-562	0.17	-562
R283	0.001669	-564	0.001669	-564	0.001669	-564	0.001669	-564	0.001669	-564	0.1306	-564	0.17	-564
R284	0.001669	-566	0.001669	-566	0.001669	-566	0.001669	-566	0.001669	-566	0.1296	-566	0.17	-566
R285	0.001669	-568	0.001669	-568	0.001669	-568	0.001669	-568	0.001669	-568	0.1287	-568	0.17	-568
R286	0.001669	-570	0.001669	-570	0.001669	-570	0.001669	-570	0.001669	-570	0.1277	-570	0.17	-570
R287	0.001669	-572	0.001669	-572	0.001669	-572	0.001669	-572	0.001669	-572	0.1268	-572	0.17	-572
R288	0.001669	-574	0.001669	-574	0.001669	-574	0.001669	-574	0.001669	-574	0.1259	-574	0.17	-574
R289	0.001669	-576	0.001669	-576	0.001669	-576	0.001669	-576	0.001669	-576	0.125	-576	0.17	-576
R290	0.001669	-578	0.001669	-578	0.001669	-578	0.001669	-578	0.001669	-578	0.1242	-578	0.17	-578
R291	0.001669	-580	0.001669	-580	0.001669	-580	0.001669	-580	0.001669	-580	0.1234	-580	0.17	-580
R292	0.001669	-582	0.001669	-582	0.001669	-582	0.001669	-582	0.001669	-582	0.1227	-582	0.17	-582
R293	0.001669	-584	0.001669	-584	0.001669	-584	0.001669	-584	0.001669	-584	0.122	-584	0.17	-584
R294	0.001669	-586	0.001669	-586	0.001669	-586	0.001669	-586	0.001669	-586	0.1214	-586	0.17	-586
R295	0.001669	-588	0.001669	-588	0.001669	-588	0.001669	-588	0.001669	-588	0.1208	-588	0.17	-588
R296	0.001669	-590	0.001669	-590	0.001669	-590	0.001669	-590	0.001669	-590	0.1203	-590	0.17	-590
R297	0.001669	-592	0.001669	-592	0.001669	-592	0.001669	-592	0.001669	-592	0.1199	-592	0.17	-592
R298	0.001669	-594	0.001669	-594	0.001669	-594	0.001669	-594	0.001669	-594	0.1196	-594	0.17	-594
R299	0.001669	-596	0.001669	-596	0.001669	-596	0.001669	-596	0.001669	-596	0.1193	-596	0.17	-596
R300	0.001669	-598	0.001669	-598	0.001669	-598	0.001669	-598	0.001669	-598	0.1192	-598	0.17	-598
R301	0.001669	-600	0.001669	-600	0.001669	-600	0.001669	-600	0.001669	-600	0.1191	-600	0.17	-600
