R	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14
R282	-200	-562	-200	-562	-200	-562	-200	-562	-200	-562	-21.315	-562	25	-562
R283	-200	-564	-200	-564	-200	-564	-200	-564	-200	-564	-21.763	-564	25	-564
R284	-200	-566	-200	-566	-200	-566	-200	-566	-200	-566	-22.209	-566	25	-566
R285	-200	-568	-200	-568	-200	-568	-200	-568	-200	-568	-22.652	-568	25	-568
R286	-200	-570	-200	-570	-200	-570	-200	-570	-200	-570	-23.088	-570	25	-570
R287	-200	-572	-200	-572	-200	-572	-200	-572	-200	-572	-23.511	-572	25	-572
R288	-200	-574	-200	-574	-200	-574	-200	-574	-200	-574	-23.922	-574	25	-574
R289	-200	-576	-200	-576	-200	-576	-200	-576	-200	-576	-24.317	-576	25	-576
R290	-200	-578	-200	-578	-200	-578	-200	-578	-200	-578	-24.694	-578	25	-578
R291	-200	-580	-200	-580	-200	-580	-200	-580	-200	-580	-25.052	-580	25	-580
R292	-200	-582	-200	-582	-200	-582	-200	-582	-200	-582	-25.389	-582	25	-582
R293	-200	-584	-200	-584	-200	-584	-200	-584	-200	-584	-25.701	-584	25	-584
R294	-200	-586	-200	-586	-200	-586	-200	-586	-200	-586	-25.987	-586	25	-586
R295	-200	-588	-200	-588	-200	-588	-200	-588	-200	-588	-26.244	-588	25	-588
R296	-200	-590	-200	-590	-200	-590	-200	-590	-200	-590	-26.468	-590	25	-590
R297	-200	-592	-200	-592	-200	-592	-200	-592	-200	-592	-26.658	-592	25	-592
R298	-200	-594	-200	-594	-200	-594	-200	-594	-200	-594	-26.81	-594	25	-594
R299	-200	-596	-200	-596	-200	-596	-200	-596	-200	-596	-26.921	-596	25	-596
R300	-200	-598	-200	-598	-200	-598	-200	-598	-200	-598	-26.99	-598	25	-598
R301	-200	-600	-200	-600	-200	-600	-200	-600	-200	-600	-27.014	-600	25	-600
