"N","Time","avg(BAP)","avg(DOC)","avg(EPS)","avg(NH4)","avg(NO3)","avg(O2)","avg(POCr)","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(X)","avg(XAR)","avg(XARp)","avg(XDN)","avg(XDNp)","avg(XI)","avg(XN)","avg(XNp)","avg(Y)","avg(Z)","avg(h)","avg(hydraulicCond)","avg(katt)","avg(kdet)","avg(n)","avg(perm)","avg(rDN)","avg(rH)","avg(rN)","avg(vtkOriginalPointIds)","max(BAP)","max(DOC)","max(EPS)","max(NH4)","max(NO3)","max(O2)","max(POCr)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(X)","max(XAR)","max(XARp)","max(XDN)","max(XDNp)","max(XI)","max(XN)","max(XNp)","max(Y)","max(Z)","max(h)","max(hydraulicCond)","max(katt)","max(kdet)","max(n)","max(perm)","max(rDN)","max(rH)","max(rN)","max(vtkOriginalPointIds)","med(BAP)","med(DOC)","med(EPS)","med(NH4)","med(NO3)","med(O2)","med(POCr)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(X)","med(XAR)","med(XARp)","med(XDN)","med(XDNp)","med(XI)","med(XN)","med(XNp)","med(Y)","med(Z)","med(h)","med(hydraulicCond)","med(katt)","med(kdet)","med(n)","med(perm)","med(rDN)","med(rH)","med(rN)","med(vtkOriginalPointIds)","min(BAP)","min(DOC)","min(EPS)","min(NH4)","min(NO3)","min(O2)","min(POCr)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(X)","min(XAR)","min(XARp)","min(XDN)","min(XDNp)","min(XI)","min(XN)","min(XNp)","min(Y)","min(Z)","min(h)","min(hydraulicCond)","min(katt)","min(kdet)","min(n)","min(perm)","min(rDN)","min(rH)","min(rN)","min(vtkOriginalPointIds)","q1(BAP)","q1(DOC)","q1(EPS)","q1(NH4)","q1(NO3)","q1(O2)","q1(POCr)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(X)","q1(XAR)","q1(XARp)","q1(XDN)","q1(XDNp)","q1(XI)","q1(XN)","q1(XNp)","q1(Y)","q1(Z)","q1(h)","q1(hydraulicCond)","q1(katt)","q1(kdet)","q1(n)","q1(perm)","q1(rDN)","q1(rH)","q1(rN)","q1(vtkOriginalPointIds)","q3(BAP)","q3(DOC)","q3(EPS)","q3(NH4)","q3(NO3)","q3(O2)","q3(POCr)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(X)","q3(XAR)","q3(XARp)","q3(XDN)","q3(XDNp)","q3(XI)","q3(XN)","q3(XNp)","q3(Y)","q3(Z)","q3(h)","q3(hydraulicCond)","q3(katt)","q3(kdet)","q3(n)","q3(perm)","q3(rDN)","q3(rH)","q3(rN)","q3(vtkOriginalPointIds)","std(BAP)","std(DOC)","std(EPS)","std(NH4)","std(NO3)","std(O2)","std(POCr)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(X)","std(XAR)","std(XARp)","std(XDN)","std(XDNp)","std(XI)","std(XN)","std(XNp)","std(Y)","std(Z)","std(h)","std(hydraulicCond)","std(katt)","std(kdet)","std(n)","std(perm)","std(rDN)","std(rH)","std(rN)","std(vtkOriginalPointIds)","vtkValidPointMask"
1,149,2.0605e-07,3.8443e-05,8.435e-05,0.00039609,0,2.447e-05,2.7031e-08,1.8092e-26,9.0221e-27,-1.2704e-07,1.2704e-07,0.04,6.5263e-05,1.6567e-07,0,0,1.1251e-05,0,0,0.04,0.31,0.00019744,7.8778e-07,6.3042e-09,9.1632e-10,0.0015711,8.0304e-14,0,1.4218e-07,2.3595e-07,0,2.0605e-07,3.8443e-05,8.435e-05,0.00039609,0,2.447e-05,2.7031e-08,1.8092e-26,9.0221e-27,-1.2704e-07,1.2704e-07,0.04,6.5263e-05,1.6567e-07,0,0,1.1251e-05,0,0,0.04,0.31,0.00019744,7.8778e-07,6.3042e-09,9.1632e-10,0.0015711,8.0304e-14,0,1.4218e-07,2.3595e-07,0,2.0605e-07,3.8443e-05,8.435e-05,0.00039609,0,2.447e-05,2.7031e-08,1.8092e-26,9.0221e-27,-1.2704e-07,1.2704e-07,0.04,6.5263e-05,1.6567e-07,0,0,1.1251e-05,0,0,0.04,0.31,0.00019744,7.8778e-07,6.3042e-09,9.1632e-10,0.0015711,8.0304e-14,0,1.4218e-07,2.3595e-07,0,2.0605e-07,3.8443e-05,8.435e-05,0.00039609,0,2.447e-05,2.7031e-08,1.8092e-26,9.0221e-27,-1.2704e-07,1.2704e-07,0.04,6.5263e-05,1.6567e-07,0,0,1.1251e-05,0,0,0.04,0.31,0.00019744,7.8778e-07,6.3042e-09,9.1632e-10,0.0015711,8.0304e-14,0,1.4218e-07,2.3595e-07,0,2.0605e-07,3.8443e-05,8.435e-05,0.00039609,0,2.447e-05,2.7031e-08,1.8092e-26,9.0221e-27,-1.2704e-07,1.2704e-07,0.04,6.5263e-05,1.6567e-07,0,0,1.1251e-05,0,0,0.04,0.31,0.00019744,7.8778e-07,6.3042e-09,9.1632e-10,0.0015711,8.0304e-14,0,1.4218e-07,2.3595e-07,0,2.0605e-07,3.8443e-05,8.435e-05,0.00039609,0,2.447e-05,2.7031e-08,1.8092e-26,9.0221e-27,-1.2704e-07,1.2704e-07,0.04,6.5263e-05,1.6567e-07,0,0,1.1251e-05,0,0,0.04,0.31,0.00019744,7.8778e-07,6.3042e-09,9.1632e-10,0.0015711,8.0304e-14,0,1.4218e-07,2.3595e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,150,2.1066e-07,3.7735e-05,8.5935e-05,0.00039608,0,2.4185e-05,2.7446e-08,1.8074e-26,9.0115e-27,-1.2693e-07,1.2693e-07,0.04,6.7043e-05,1.7095e-07,0,0,1.1399e-05,0,0,0.04,0.31,0.00019739,7.8709e-07,6.305e-09,9.1643e-10,0.0015708,8.0233e-14,0,1.4042e-07,2.3569e-07,0,2.1066e-07,3.7735e-05,8.5935e-05,0.00039608,0,2.4185e-05,2.7446e-08,1.8074e-26,9.0115e-27,-1.2693e-07,1.2693e-07,0.04,6.7043e-05,1.7095e-07,0,0,1.1399e-05,0,0,0.04,0.31,0.00019739,7.8709e-07,6.305e-09,9.1643e-10,0.0015708,8.0233e-14,0,1.4042e-07,2.3569e-07,0,2.1066e-07,3.7735e-05,8.5935e-05,0.00039608,0,2.4185e-05,2.7446e-08,1.8074e-26,9.0115e-27,-1.2693e-07,1.2693e-07,0.04,6.7043e-05,1.7095e-07,0,0,1.1399e-05,0,0,0.04,0.31,0.00019739,7.8709e-07,6.305e-09,9.1643e-10,0.0015708,8.0233e-14,0,1.4042e-07,2.3569e-07,0,2.1066e-07,3.7735e-05,8.5935e-05,0.00039608,0,2.4185e-05,2.7446e-08,1.8074e-26,9.0115e-27,-1.2693e-07,1.2693e-07,0.04,6.7043e-05,1.7095e-07,0,0,1.1399e-05,0,0,0.04,0.31,0.00019739,7.8709e-07,6.305e-09,9.1643e-10,0.0015708,8.0233e-14,0,1.4042e-07,2.3569e-07,0,2.1066e-07,3.7735e-05,8.5935e-05,0.00039608,0,2.4185e-05,2.7446e-08,1.8074e-26,9.0115e-27,-1.2693e-07,1.2693e-07,0.04,6.7043e-05,1.7095e-07,0,0,1.1399e-05,0,0,0.04,0.31,0.00019739,7.8709e-07,6.305e-09,9.1643e-10,0.0015708,8.0233e-14,0,1.4042e-07,2.3569e-07,0,2.1066e-07,3.7735e-05,8.5935e-05,0.00039608,0,2.4185e-05,2.7446e-08,1.8074e-26,9.0115e-27,-1.2693e-07,1.2693e-07,0.04,6.7043e-05,1.7095e-07,0,0,1.1399e-05,0,0,0.04,0.31,0.00019739,7.8709e-07,6.305e-09,9.1643e-10,0.0015708,8.0233e-14,0,1.4042e-07,2.3569e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,151,2.154e-07,3.7022e-05,8.7552e-05,0.00039606,0,2.3898e-05,2.7874e-08,1.8055e-26,9.0007e-27,-1.2681e-07,1.2681e-07,0.04,6.8845e-05,1.7635e-07,0,0,1.1551e-05,0,0,0.04,0.31,0.00019734,7.8638e-07,6.3059e-09,9.1653e-10,0.0015704,8.0162e-14,0,1.3862e-07,2.3542e-07,0,2.154e-07,3.7022e-05,8.7552e-05,0.00039606,0,2.3898e-05,2.7874e-08,1.8055e-26,9.0007e-27,-1.2681e-07,1.2681e-07,0.04,6.8845e-05,1.7635e-07,0,0,1.1551e-05,0,0,0.04,0.31,0.00019734,7.8638e-07,6.3059e-09,9.1653e-10,0.0015704,8.0162e-14,0,1.3862e-07,2.3542e-07,0,2.154e-07,3.7022e-05,8.7552e-05,0.00039606,0,2.3898e-05,2.7874e-08,1.8055e-26,9.0007e-27,-1.2681e-07,1.2681e-07,0.04,6.8845e-05,1.7635e-07,0,0,1.1551e-05,0,0,0.04,0.31,0.00019734,7.8638e-07,6.3059e-09,9.1653e-10,0.0015704,8.0162e-14,0,1.3862e-07,2.3542e-07,0,2.154e-07,3.7022e-05,8.7552e-05,0.00039606,0,2.3898e-05,2.7874e-08,1.8055e-26,9.0007e-27,-1.2681e-07,1.2681e-07,0.04,6.8845e-05,1.7635e-07,0,0,1.1551e-05,0,0,0.04,0.31,0.00019734,7.8638e-07,6.3059e-09,9.1653e-10,0.0015704,8.0162e-14,0,1.3862e-07,2.3542e-07,0,2.154e-07,3.7022e-05,8.7552e-05,0.00039606,0,2.3898e-05,2.7874e-08,1.8055e-26,9.0007e-27,-1.2681e-07,1.2681e-07,0.04,6.8845e-05,1.7635e-07,0,0,1.1551e-05,0,0,0.04,0.31,0.00019734,7.8638e-07,6.3059e-09,9.1653e-10,0.0015704,8.0162e-14,0,1.3862e-07,2.3542e-07,0,2.154e-07,3.7022e-05,8.7552e-05,0.00039606,0,2.3898e-05,2.7874e-08,1.8055e-26,9.0007e-27,-1.2681e-07,1.2681e-07,0.04,6.8845e-05,1.7635e-07,0,0,1.1551e-05,0,0,0.04,0.31,0.00019734,7.8638e-07,6.3059e-09,9.1653e-10,0.0015704,8.0162e-14,0,1.3862e-07,2.3542e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,152,2.2029e-07,3.6306e-05,8.9203e-05,0.00039604,0,2.3609e-05,2.8318e-08,1.8035e-26,8.9896e-27,-1.2669e-07,1.2669e-07,0.04,7.0668e-05,1.8188e-07,0,0,1.1708e-05,0,0,0.04,0.31,0.00019729,7.8567e-07,6.3068e-09,9.1663e-10,0.00157,8.0089e-14,0,1.3678e-07,2.3514e-07,0,2.2029e-07,3.6306e-05,8.9203e-05,0.00039604,0,2.3609e-05,2.8318e-08,1.8035e-26,8.9896e-27,-1.2669e-07,1.2669e-07,0.04,7.0668e-05,1.8188e-07,0,0,1.1708e-05,0,0,0.04,0.31,0.00019729,7.8567e-07,6.3068e-09,9.1663e-10,0.00157,8.0089e-14,0,1.3678e-07,2.3514e-07,0,2.2029e-07,3.6306e-05,8.9203e-05,0.00039604,0,2.3609e-05,2.8318e-08,1.8035e-26,8.9896e-27,-1.2669e-07,1.2669e-07,0.04,7.0668e-05,1.8188e-07,0,0,1.1708e-05,0,0,0.04,0.31,0.00019729,7.8567e-07,6.3068e-09,9.1663e-10,0.00157,8.0089e-14,0,1.3678e-07,2.3514e-07,0,2.2029e-07,3.6306e-05,8.9203e-05,0.00039604,0,2.3609e-05,2.8318e-08,1.8035e-26,8.9896e-27,-1.2669e-07,1.2669e-07,0.04,7.0668e-05,1.8188e-07,0,0,1.1708e-05,0,0,0.04,0.31,0.00019729,7.8567e-07,6.3068e-09,9.1663e-10,0.00157,8.0089e-14,0,1.3678e-07,2.3514e-07,0,2.2029e-07,3.6306e-05,8.9203e-05,0.00039604,0,2.3609e-05,2.8318e-08,1.8035e-26,8.9896e-27,-1.2669e-07,1.2669e-07,0.04,7.0668e-05,1.8188e-07,0,0,1.1708e-05,0,0,0.04,0.31,0.00019729,7.8567e-07,6.3068e-09,9.1663e-10,0.00157,8.0089e-14,0,1.3678e-07,2.3514e-07,0,2.2029e-07,3.6306e-05,8.9203e-05,0.00039604,0,2.3609e-05,2.8318e-08,1.8035e-26,8.9896e-27,-1.2669e-07,1.2669e-07,0.04,7.0668e-05,1.8188e-07,0,0,1.1708e-05,0,0,0.04,0.31,0.00019729,7.8567e-07,6.3068e-09,9.1663e-10,0.00157,8.0089e-14,0,1.3678e-07,2.3514e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,153,2.2532e-07,3.5588e-05,9.0885e-05,0.00039603,0,2.332e-05,2.8776e-08,1.8015e-26,8.9783e-27,-1.2657e-07,1.2657e-07,0.04,7.2512e-05,1.8753e-07,0,0,1.1869e-05,0,0,0.04,0.31,0.00019724,7.8494e-07,6.3078e-09,9.1674e-10,0.0015697,8.0015e-14,0,1.3489e-07,2.3485e-07,0,2.2532e-07,3.5588e-05,9.0885e-05,0.00039603,0,2.332e-05,2.8776e-08,1.8015e-26,8.9783e-27,-1.2657e-07,1.2657e-07,0.04,7.2512e-05,1.8753e-07,0,0,1.1869e-05,0,0,0.04,0.31,0.00019724,7.8494e-07,6.3078e-09,9.1674e-10,0.0015697,8.0015e-14,0,1.3489e-07,2.3485e-07,0,2.2532e-07,3.5588e-05,9.0885e-05,0.00039603,0,2.332e-05,2.8776e-08,1.8015e-26,8.9783e-27,-1.2657e-07,1.2657e-07,0.04,7.2512e-05,1.8753e-07,0,0,1.1869e-05,0,0,0.04,0.31,0.00019724,7.8494e-07,6.3078e-09,9.1674e-10,0.0015697,8.0015e-14,0,1.3489e-07,2.3485e-07,0,2.2532e-07,3.5588e-05,9.0885e-05,0.00039603,0,2.332e-05,2.8776e-08,1.8015e-26,8.9783e-27,-1.2657e-07,1.2657e-07,0.04,7.2512e-05,1.8753e-07,0,0,1.1869e-05,0,0,0.04,0.31,0.00019724,7.8494e-07,6.3078e-09,9.1674e-10,0.0015697,8.0015e-14,0,1.3489e-07,2.3485e-07,0,2.2532e-07,3.5588e-05,9.0885e-05,0.00039603,0,2.332e-05,2.8776e-08,1.8015e-26,8.9783e-27,-1.2657e-07,1.2657e-07,0.04,7.2512e-05,1.8753e-07,0,0,1.1869e-05,0,0,0.04,0.31,0.00019724,7.8494e-07,6.3078e-09,9.1674e-10,0.0015697,8.0015e-14,0,1.3489e-07,2.3485e-07,0,2.2532e-07,3.5588e-05,9.0885e-05,0.00039603,0,2.332e-05,2.8776e-08,1.8015e-26,8.9783e-27,-1.2657e-07,1.2657e-07,0.04,7.2512e-05,1.8753e-07,0,0,1.1869e-05,0,0,0.04,0.31,0.00019724,7.8494e-07,6.3078e-09,9.1674e-10,0.0015697,8.0015e-14,0,1.3489e-07,2.3485e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,154,2.3049e-07,3.4867e-05,9.2598e-05,0.00039601,0,2.3029e-05,2.9249e-08,1.7995e-26,8.9668e-27,-1.2645e-07,1.2645e-07,0.04,7.4374e-05,1.933e-07,0,0,1.2034e-05,0,0,0.04,0.31,0.00019718,7.8421e-07,6.3087e-09,9.1685e-10,0.0015693,7.994e-14,0,1.3296e-07,2.3456e-07,0,2.3049e-07,3.4867e-05,9.2598e-05,0.00039601,0,2.3029e-05,2.9249e-08,1.7995e-26,8.9668e-27,-1.2645e-07,1.2645e-07,0.04,7.4374e-05,1.933e-07,0,0,1.2034e-05,0,0,0.04,0.31,0.00019718,7.8421e-07,6.3087e-09,9.1685e-10,0.0015693,7.994e-14,0,1.3296e-07,2.3456e-07,0,2.3049e-07,3.4867e-05,9.2598e-05,0.00039601,0,2.3029e-05,2.9249e-08,1.7995e-26,8.9668e-27,-1.2645e-07,1.2645e-07,0.04,7.4374e-05,1.933e-07,0,0,1.2034e-05,0,0,0.04,0.31,0.00019718,7.8421e-07,6.3087e-09,9.1685e-10,0.0015693,7.994e-14,0,1.3296e-07,2.3456e-07,0,2.3049e-07,3.4867e-05,9.2598e-05,0.00039601,0,2.3029e-05,2.9249e-08,1.7995e-26,8.9668e-27,-1.2645e-07,1.2645e-07,0.04,7.4374e-05,1.933e-07,0,0,1.2034e-05,0,0,0.04,0.31,0.00019718,7.8421e-07,6.3087e-09,9.1685e-10,0.0015693,7.994e-14,0,1.3296e-07,2.3456e-07,0,2.3049e-07,3.4867e-05,9.2598e-05,0.00039601,0,2.3029e-05,2.9249e-08,1.7995e-26,8.9668e-27,-1.2645e-07,1.2645e-07,0.04,7.4374e-05,1.933e-07,0,0,1.2034e-05,0,0,0.04,0.31,0.00019718,7.8421e-07,6.3087e-09,9.1685e-10,0.0015693,7.994e-14,0,1.3296e-07,2.3456e-07,0,2.3049e-07,3.4867e-05,9.2598e-05,0.00039601,0,2.3029e-05,2.9249e-08,1.7995e-26,8.9668e-27,-1.2645e-07,1.2645e-07,0.04,7.4374e-05,1.933e-07,0,0,1.2034e-05,0,0,0.04,0.31,0.00019718,7.8421e-07,6.3087e-09,9.1685e-10,0.0015693,7.994e-14,0,1.3296e-07,2.3456e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,155,2.3581e-07,3.4146e-05,9.4342e-05,0.00039599,0,2.2738e-05,2.9738e-08,1.7975e-26,8.9551e-27,-1.2633e-07,1.2633e-07,0.04,7.6254e-05,1.9919e-07,0,0,1.2204e-05,0,0,0.04,0.31,0.00019712,7.8346e-07,6.3096e-09,9.1696e-10,0.0015689,7.9864e-14,0,1.31e-07,2.3426e-07,0,2.3581e-07,3.4146e-05,9.4342e-05,0.00039599,0,2.2738e-05,2.9738e-08,1.7975e-26,8.9551e-27,-1.2633e-07,1.2633e-07,0.04,7.6254e-05,1.9919e-07,0,0,1.2204e-05,0,0,0.04,0.31,0.00019712,7.8346e-07,6.3096e-09,9.1696e-10,0.0015689,7.9864e-14,0,1.31e-07,2.3426e-07,0,2.3581e-07,3.4146e-05,9.4342e-05,0.00039599,0,2.2738e-05,2.9738e-08,1.7975e-26,8.9551e-27,-1.2633e-07,1.2633e-07,0.04,7.6254e-05,1.9919e-07,0,0,1.2204e-05,0,0,0.04,0.31,0.00019712,7.8346e-07,6.3096e-09,9.1696e-10,0.0015689,7.9864e-14,0,1.31e-07,2.3426e-07,0,2.3581e-07,3.4146e-05,9.4342e-05,0.00039599,0,2.2738e-05,2.9738e-08,1.7975e-26,8.9551e-27,-1.2633e-07,1.2633e-07,0.04,7.6254e-05,1.9919e-07,0,0,1.2204e-05,0,0,0.04,0.31,0.00019712,7.8346e-07,6.3096e-09,9.1696e-10,0.0015689,7.9864e-14,0,1.31e-07,2.3426e-07,0,2.3581e-07,3.4146e-05,9.4342e-05,0.00039599,0,2.2738e-05,2.9738e-08,1.7975e-26,8.9551e-27,-1.2633e-07,1.2633e-07,0.04,7.6254e-05,1.9919e-07,0,0,1.2204e-05,0,0,0.04,0.31,0.00019712,7.8346e-07,6.3096e-09,9.1696e-10,0.0015689,7.9864e-14,0,1.31e-07,2.3426e-07,0,2.3581e-07,3.4146e-05,9.4342e-05,0.00039599,0,2.2738e-05,2.9738e-08,1.7975e-26,8.9551e-27,-1.2633e-07,1.2633e-07,0.04,7.6254e-05,1.9919e-07,0,0,1.2204e-05,0,0,0.04,0.31,0.00019712,7.8346e-07,6.3096e-09,9.1696e-10,0.0015689,7.9864e-14,0,1.31e-07,2.3426e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,156,2.4127e-07,3.3424e-05,9.6115e-05,0.00039598,0,2.2446e-05,3.0243e-08,1.7954e-26,8.9431e-27,-1.2621e-07,1.2621e-07,0.04,7.815e-05,2.0521e-07,0,0,1.2378e-05,0,0,0.04,0.31,0.00019706,7.8271e-07,6.3106e-09,9.1707e-10,0.0015685,7.9787e-14,0,1.2899e-07,2.3395e-07,0,2.4127e-07,3.3424e-05,9.6115e-05,0.00039598,0,2.2446e-05,3.0243e-08,1.7954e-26,8.9431e-27,-1.2621e-07,1.2621e-07,0.04,7.815e-05,2.0521e-07,0,0,1.2378e-05,0,0,0.04,0.31,0.00019706,7.8271e-07,6.3106e-09,9.1707e-10,0.0015685,7.9787e-14,0,1.2899e-07,2.3395e-07,0,2.4127e-07,3.3424e-05,9.6115e-05,0.00039598,0,2.2446e-05,3.0243e-08,1.7954e-26,8.9431e-27,-1.2621e-07,1.2621e-07,0.04,7.815e-05,2.0521e-07,0,0,1.2378e-05,0,0,0.04,0.31,0.00019706,7.8271e-07,6.3106e-09,9.1707e-10,0.0015685,7.9787e-14,0,1.2899e-07,2.3395e-07,0,2.4127e-07,3.3424e-05,9.6115e-05,0.00039598,0,2.2446e-05,3.0243e-08,1.7954e-26,8.9431e-27,-1.2621e-07,1.2621e-07,0.04,7.815e-05,2.0521e-07,0,0,1.2378e-05,0,0,0.04,0.31,0.00019706,7.8271e-07,6.3106e-09,9.1707e-10,0.0015685,7.9787e-14,0,1.2899e-07,2.3395e-07,0,2.4127e-07,3.3424e-05,9.6115e-05,0.00039598,0,2.2446e-05,3.0243e-08,1.7954e-26,8.9431e-27,-1.2621e-07,1.2621e-07,0.04,7.815e-05,2.0521e-07,0,0,1.2378e-05,0,0,0.04,0.31,0.00019706,7.8271e-07,6.3106e-09,9.1707e-10,0.0015685,7.9787e-14,0,1.2899e-07,2.3395e-07,0,2.4127e-07,3.3424e-05,9.6115e-05,0.00039598,0,2.2446e-05,3.0243e-08,1.7954e-26,8.9431e-27,-1.2621e-07,1.2621e-07,0.04,7.815e-05,2.0521e-07,0,0,1.2378e-05,0,0,0.04,0.31,0.00019706,7.8271e-07,6.3106e-09,9.1707e-10,0.0015685,7.9787e-14,0,1.2899e-07,2.3395e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,157,2.4688e-07,3.2703e-05,9.7917e-05,0.00039596,0,2.2155e-05,3.0764e-08,1.7933e-26,8.9308e-27,-1.2608e-07,1.2608e-07,0.04,8.006e-05,2.1135e-07,0,0,1.2556e-05,0,0,0.04,0.31,0.00019699,7.8194e-07,6.3116e-09,9.1718e-10,0.0015681,7.9709e-14,0,1.2696e-07,2.3363e-07,0,2.4688e-07,3.2703e-05,9.7917e-05,0.00039596,0,2.2155e-05,3.0764e-08,1.7933e-26,8.9308e-27,-1.2608e-07,1.2608e-07,0.04,8.006e-05,2.1135e-07,0,0,1.2556e-05,0,0,0.04,0.31,0.00019699,7.8194e-07,6.3116e-09,9.1718e-10,0.0015681,7.9709e-14,0,1.2696e-07,2.3363e-07,0,2.4688e-07,3.2703e-05,9.7917e-05,0.00039596,0,2.2155e-05,3.0764e-08,1.7933e-26,8.9308e-27,-1.2608e-07,1.2608e-07,0.04,8.006e-05,2.1135e-07,0,0,1.2556e-05,0,0,0.04,0.31,0.00019699,7.8194e-07,6.3116e-09,9.1718e-10,0.0015681,7.9709e-14,0,1.2696e-07,2.3363e-07,0,2.4688e-07,3.2703e-05,9.7917e-05,0.00039596,0,2.2155e-05,3.0764e-08,1.7933e-26,8.9308e-27,-1.2608e-07,1.2608e-07,0.04,8.006e-05,2.1135e-07,0,0,1.2556e-05,0,0,0.04,0.31,0.00019699,7.8194e-07,6.3116e-09,9.1718e-10,0.0015681,7.9709e-14,0,1.2696e-07,2.3363e-07,0,2.4688e-07,3.2703e-05,9.7917e-05,0.00039596,0,2.2155e-05,3.0764e-08,1.7933e-26,8.9308e-27,-1.2608e-07,1.2608e-07,0.04,8.006e-05,2.1135e-07,0,0,1.2556e-05,0,0,0.04,0.31,0.00019699,7.8194e-07,6.3116e-09,9.1718e-10,0.0015681,7.9709e-14,0,1.2696e-07,2.3363e-07,0,2.4688e-07,3.2703e-05,9.7917e-05,0.00039596,0,2.2155e-05,3.0764e-08,1.7933e-26,8.9308e-27,-1.2608e-07,1.2608e-07,0.04,8.006e-05,2.1135e-07,0,0,1.2556e-05,0,0,0.04,0.31,0.00019699,7.8194e-07,6.3116e-09,9.1718e-10,0.0015681,7.9709e-14,0,1.2696e-07,2.3363e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,158,2.5264e-07,3.1984e-05,9.9747e-05,0.00039595,0,2.1864e-05,3.1301e-08,1.7911e-26,8.9183e-27,-1.2595e-07,1.2595e-07,0.04,8.1984e-05,2.176e-07,0,0,1.2739e-05,0,0,0.04,0.31,0.00019692,7.8117e-07,6.3125e-09,9.1729e-10,0.0015678,7.963e-14,0,1.2489e-07,2.333e-07,0,2.5264e-07,3.1984e-05,9.9747e-05,0.00039595,0,2.1864e-05,3.1301e-08,1.7911e-26,8.9183e-27,-1.2595e-07,1.2595e-07,0.04,8.1984e-05,2.176e-07,0,0,1.2739e-05,0,0,0.04,0.31,0.00019692,7.8117e-07,6.3125e-09,9.1729e-10,0.0015678,7.963e-14,0,1.2489e-07,2.333e-07,0,2.5264e-07,3.1984e-05,9.9747e-05,0.00039595,0,2.1864e-05,3.1301e-08,1.7911e-26,8.9183e-27,-1.2595e-07,1.2595e-07,0.04,8.1984e-05,2.176e-07,0,0,1.2739e-05,0,0,0.04,0.31,0.00019692,7.8117e-07,6.3125e-09,9.1729e-10,0.0015678,7.963e-14,0,1.2489e-07,2.333e-07,0,2.5264e-07,3.1984e-05,9.9747e-05,0.00039595,0,2.1864e-05,3.1301e-08,1.7911e-26,8.9183e-27,-1.2595e-07,1.2595e-07,0.04,8.1984e-05,2.176e-07,0,0,1.2739e-05,0,0,0.04,0.31,0.00019692,7.8117e-07,6.3125e-09,9.1729e-10,0.0015678,7.963e-14,0,1.2489e-07,2.333e-07,0,2.5264e-07,3.1984e-05,9.9747e-05,0.00039595,0,2.1864e-05,3.1301e-08,1.7911e-26,8.9183e-27,-1.2595e-07,1.2595e-07,0.04,8.1984e-05,2.176e-07,0,0,1.2739e-05,0,0,0.04,0.31,0.00019692,7.8117e-07,6.3125e-09,9.1729e-10,0.0015678,7.963e-14,0,1.2489e-07,2.333e-07,0,2.5264e-07,3.1984e-05,9.9747e-05,0.00039595,0,2.1864e-05,3.1301e-08,1.7911e-26,8.9183e-27,-1.2595e-07,1.2595e-07,0.04,8.1984e-05,2.176e-07,0,0,1.2739e-05,0,0,0.04,0.31,0.00019692,7.8117e-07,6.3125e-09,9.1729e-10,0.0015678,7.963e-14,0,1.2489e-07,2.333e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
