"N","Time","avg(BAP)","avg(DOC)","avg(EPS)","avg(NH4)","avg(NO3)","avg(O2)","avg(POCr)","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(X)","avg(XAR)","avg(XARp)","avg(XDN)","avg(XDNp)","avg(XI)","avg(XN)","avg(XNp)","avg(Y)","avg(Z)","avg(h)","avg(hydraulicCond)","avg(katt)","avg(kdet)","avg(n)","avg(perm)","avg(rDN)","avg(rH)","avg(rN)","avg(vtkOriginalPointIds)","max(BAP)","max(DOC)","max(EPS)","max(NH4)","max(NO3)","max(O2)","max(POCr)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(X)","max(XAR)","max(XARp)","max(XDN)","max(XDNp)","max(XI)","max(XN)","max(XNp)","max(Y)","max(Z)","max(h)","max(hydraulicCond)","max(katt)","max(kdet)","max(n)","max(perm)","max(rDN)","max(rH)","max(rN)","max(vtkOriginalPointIds)","med(BAP)","med(DOC)","med(EPS)","med(NH4)","med(NO3)","med(O2)","med(POCr)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(X)","med(XAR)","med(XARp)","med(XDN)","med(XDNp)","med(XI)","med(XN)","med(XNp)","med(Y)","med(Z)","med(h)","med(hydraulicCond)","med(katt)","med(kdet)","med(n)","med(perm)","med(rDN)","med(rH)","med(rN)","med(vtkOriginalPointIds)","min(BAP)","min(DOC)","min(EPS)","min(NH4)","min(NO3)","min(O2)","min(POCr)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(X)","min(XAR)","min(XARp)","min(XDN)","min(XDNp)","min(XI)","min(XN)","min(XNp)","min(Y)","min(Z)","min(h)","min(hydraulicCond)","min(katt)","min(kdet)","min(n)","min(perm)","min(rDN)","min(rH)","min(rN)","min(vtkOriginalPointIds)","q1(BAP)","q1(DOC)","q1(EPS)","q1(NH4)","q1(NO3)","q1(O2)","q1(POCr)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(X)","q1(XAR)","q1(XARp)","q1(XDN)","q1(XDNp)","q1(XI)","q1(XN)","q1(XNp)","q1(Y)","q1(Z)","q1(h)","q1(hydraulicCond)","q1(katt)","q1(kdet)","q1(n)","q1(perm)","q1(rDN)","q1(rH)","q1(rN)","q1(vtkOriginalPointIds)","q3(BAP)","q3(DOC)","q3(EPS)","q3(NH4)","q3(NO3)","q3(O2)","q3(POCr)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(X)","q3(XAR)","q3(XARp)","q3(XDN)","q3(XDNp)","q3(XI)","q3(XN)","q3(XNp)","q3(Y)","q3(Z)","q3(h)","q3(hydraulicCond)","q3(katt)","q3(kdet)","q3(n)","q3(perm)","q3(rDN)","q3(rH)","q3(rN)","q3(vtkOriginalPointIds)","std(BAP)","std(DOC)","std(EPS)","std(NH4)","std(NO3)","std(O2)","std(POCr)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(X)","std(XAR)","std(XARp)","std(XDN)","std(XDNp)","std(XI)","std(XN)","std(XNp)","std(Y)","std(Z)","std(h)","std(hydraulicCond)","std(katt)","std(kdet)","std(n)","std(perm)","std(rDN)","std(rH)","std(rN)","std(vtkOriginalPointIds)","vtkValidPointMask"
1,10,3.738e-09,6.3915e-05,1.8468e-06,0.00039674,0,3.478e-05,2.6157e-10,1.8882e-26,9.4557e-27,-1.3204e-07,1.3204e-07,0.04,5.543e-06,1.1695e-08,0,0,1.2404e-07,0,0,0.04,0.31,0.00019839,8.1864e-07,6.2656e-09,9.1181e-10,0.0015864,8.3449e-14,0,1.8762e-07,2.4207e-07,0,3.738e-09,6.3915e-05,1.8468e-06,0.00039674,0,3.478e-05,2.6157e-10,1.8882e-26,9.4557e-27,-1.3204e-07,1.3204e-07,0.04,5.543e-06,1.1695e-08,0,0,1.2404e-07,0,0,0.04,0.31,0.00019839,8.1864e-07,6.2656e-09,9.1181e-10,0.0015864,8.3449e-14,0,1.8762e-07,2.4207e-07,0,3.738e-09,6.3915e-05,1.8468e-06,0.00039674,0,3.478e-05,2.6157e-10,1.8882e-26,9.4557e-27,-1.3204e-07,1.3204e-07,0.04,5.543e-06,1.1695e-08,0,0,1.2404e-07,0,0,0.04,0.31,0.00019839,8.1864e-07,6.2656e-09,9.1181e-10,0.0015864,8.3449e-14,0,1.8762e-07,2.4207e-07,0,3.738e-09,6.3915e-05,1.8468e-06,0.00039674,0,3.478e-05,2.6157e-10,1.8882e-26,9.4557e-27,-1.3204e-07,1.3204e-07,0.04,5.543e-06,1.1695e-08,0,0,1.2404e-07,0,0,0.04,0.31,0.00019839,8.1864e-07,6.2656e-09,9.1181e-10,0.0015864,8.3449e-14,0,1.8762e-07,2.4207e-07,0,3.738e-09,6.3915e-05,1.8468e-06,0.00039674,0,3.478e-05,2.6157e-10,1.8882e-26,9.4557e-27,-1.3204e-07,1.3204e-07,0.04,5.543e-06,1.1695e-08,0,0,1.2404e-07,0,0,0.04,0.31,0.00019839,8.1864e-07,6.2656e-09,9.1181e-10,0.0015864,8.3449e-14,0,1.8762e-07,2.4207e-07,0,3.738e-09,6.3915e-05,1.8468e-06,0.00039674,0,3.478e-05,2.6157e-10,1.8882e-26,9.4557e-27,-1.3204e-07,1.3204e-07,0.04,5.543e-06,1.1695e-08,0,0,1.2404e-07,0,0,0.04,0.31,0.00019839,8.1864e-07,6.2656e-09,9.1181e-10,0.0015864,8.3449e-14,0,1.8762e-07,2.4207e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,4.1823e-09,6.3825e-05,2.0609e-06,0.00039674,0,3.4745e-05,2.9105e-10,1.888e-26,9.4546e-27,-1.3202e-07,1.3202e-07,0.04,5.7561e-06,1.2149e-08,0,0,1.3796e-07,0,0,0.04,0.31,0.00019839,8.1855e-07,6.2657e-09,9.1182e-10,0.0015864,8.344e-14,0,1.8751e-07,2.4206e-07,0,4.1823e-09,6.3825e-05,2.0609e-06,0.00039674,0,3.4745e-05,2.9105e-10,1.888e-26,9.4546e-27,-1.3202e-07,1.3202e-07,0.04,5.7561e-06,1.2149e-08,0,0,1.3796e-07,0,0,0.04,0.31,0.00019839,8.1855e-07,6.2657e-09,9.1182e-10,0.0015864,8.344e-14,0,1.8751e-07,2.4206e-07,0,4.1823e-09,6.3825e-05,2.0609e-06,0.00039674,0,3.4745e-05,2.9105e-10,1.888e-26,9.4546e-27,-1.3202e-07,1.3202e-07,0.04,5.7561e-06,1.2149e-08,0,0,1.3796e-07,0,0,0.04,0.31,0.00019839,8.1855e-07,6.2657e-09,9.1182e-10,0.0015864,8.344e-14,0,1.8751e-07,2.4206e-07,0,4.1823e-09,6.3825e-05,2.0609e-06,0.00039674,0,3.4745e-05,2.9105e-10,1.888e-26,9.4546e-27,-1.3202e-07,1.3202e-07,0.04,5.7561e-06,1.2149e-08,0,0,1.3796e-07,0,0,0.04,0.31,0.00019839,8.1855e-07,6.2657e-09,9.1182e-10,0.0015864,8.344e-14,0,1.8751e-07,2.4206e-07,0,4.1823e-09,6.3825e-05,2.0609e-06,0.00039674,0,3.4745e-05,2.9105e-10,1.888e-26,9.4546e-27,-1.3202e-07,1.3202e-07,0.04,5.7561e-06,1.2149e-08,0,0,1.3796e-07,0,0,0.04,0.31,0.00019839,8.1855e-07,6.2657e-09,9.1182e-10,0.0015864,8.344e-14,0,1.8751e-07,2.4206e-07,0,4.1823e-09,6.3825e-05,2.0609e-06,0.00039674,0,3.4745e-05,2.9105e-10,1.888e-26,9.4546e-27,-1.3202e-07,1.3202e-07,0.04,5.7561e-06,1.2149e-08,0,0,1.3796e-07,0,0,0.04,0.31,0.00019839,8.1855e-07,6.2657e-09,9.1182e-10,0.0015864,8.344e-14,0,1.8751e-07,2.4206e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12,4.6415e-09,6.3733e-05,2.2819e-06,0.00039674,0,3.4708e-05,3.2164e-10,1.8878e-26,9.4533e-27,-1.3201e-07,1.3201e-07,0.04,5.9772e-06,1.262e-08,0,0,1.5241e-07,0,0,0.04,0.31,0.00019839,8.1845e-07,6.2658e-09,9.1184e-10,0.0015864,8.3431e-14,0,1.8739e-07,2.4205e-07,0,4.6415e-09,6.3733e-05,2.2819e-06,0.00039674,0,3.4708e-05,3.2164e-10,1.8878e-26,9.4533e-27,-1.3201e-07,1.3201e-07,0.04,5.9772e-06,1.262e-08,0,0,1.5241e-07,0,0,0.04,0.31,0.00019839,8.1845e-07,6.2658e-09,9.1184e-10,0.0015864,8.3431e-14,0,1.8739e-07,2.4205e-07,0,4.6415e-09,6.3733e-05,2.2819e-06,0.00039674,0,3.4708e-05,3.2164e-10,1.8878e-26,9.4533e-27,-1.3201e-07,1.3201e-07,0.04,5.9772e-06,1.262e-08,0,0,1.5241e-07,0,0,0.04,0.31,0.00019839,8.1845e-07,6.2658e-09,9.1184e-10,0.0015864,8.3431e-14,0,1.8739e-07,2.4205e-07,0,4.6415e-09,6.3733e-05,2.2819e-06,0.00039674,0,3.4708e-05,3.2164e-10,1.8878e-26,9.4533e-27,-1.3201e-07,1.3201e-07,0.04,5.9772e-06,1.262e-08,0,0,1.5241e-07,0,0,0.04,0.31,0.00019839,8.1845e-07,6.2658e-09,9.1184e-10,0.0015864,8.3431e-14,0,1.8739e-07,2.4205e-07,0,4.6415e-09,6.3733e-05,2.2819e-06,0.00039674,0,3.4708e-05,3.2164e-10,1.8878e-26,9.4533e-27,-1.3201e-07,1.3201e-07,0.04,5.9772e-06,1.262e-08,0,0,1.5241e-07,0,0,0.04,0.31,0.00019839,8.1845e-07,6.2658e-09,9.1184e-10,0.0015864,8.3431e-14,0,1.8739e-07,2.4205e-07,0,4.6415e-09,6.3733e-05,2.2819e-06,0.00039674,0,3.4708e-05,3.2164e-10,1.8878e-26,9.4533e-27,-1.3201e-07,1.3201e-07,0.04,5.9772e-06,1.262e-08,0,0,1.5241e-07,0,0,0.04,0.31,0.00019839,8.1845e-07,6.2658e-09,9.1184e-10,0.0015864,8.3431e-14,0,1.8739e-07,2.4205e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13,5.1161e-09,6.3637e-05,2.5102e-06,0.00039673,0,3.4669e-05,3.534e-10,1.8875e-26,9.452e-27,-1.3199e-07,1.3199e-07,0.04,6.2066e-06,1.311e-08,0,0,1.6739e-07,0,0,0.04,0.31,0.00019839,8.1836e-07,6.2659e-09,9.1185e-10,0.0015863,8.3421e-14,0,1.8727e-07,2.4203e-07,0,5.1161e-09,6.3637e-05,2.5102e-06,0.00039673,0,3.4669e-05,3.534e-10,1.8875e-26,9.452e-27,-1.3199e-07,1.3199e-07,0.04,6.2066e-06,1.311e-08,0,0,1.6739e-07,0,0,0.04,0.31,0.00019839,8.1836e-07,6.2659e-09,9.1185e-10,0.0015863,8.3421e-14,0,1.8727e-07,2.4203e-07,0,5.1161e-09,6.3637e-05,2.5102e-06,0.00039673,0,3.4669e-05,3.534e-10,1.8875e-26,9.452e-27,-1.3199e-07,1.3199e-07,0.04,6.2066e-06,1.311e-08,0,0,1.6739e-07,0,0,0.04,0.31,0.00019839,8.1836e-07,6.2659e-09,9.1185e-10,0.0015863,8.3421e-14,0,1.8727e-07,2.4203e-07,0,5.1161e-09,6.3637e-05,2.5102e-06,0.00039673,0,3.4669e-05,3.534e-10,1.8875e-26,9.452e-27,-1.3199e-07,1.3199e-07,0.04,6.2066e-06,1.311e-08,0,0,1.6739e-07,0,0,0.04,0.31,0.00019839,8.1836e-07,6.2659e-09,9.1185e-10,0.0015863,8.3421e-14,0,1.8727e-07,2.4203e-07,0,5.1161e-09,6.3637e-05,2.5102e-06,0.00039673,0,3.4669e-05,3.534e-10,1.8875e-26,9.452e-27,-1.3199e-07,1.3199e-07,0.04,6.2066e-06,1.311e-08,0,0,1.6739e-07,0,0,0.04,0.31,0.00019839,8.1836e-07,6.2659e-09,9.1185e-10,0.0015863,8.3421e-14,0,1.8727e-07,2.4203e-07,0,5.1161e-09,6.3637e-05,2.5102e-06,0.00039673,0,3.4669e-05,3.534e-10,1.8875e-26,9.452e-27,-1.3199e-07,1.3199e-07,0.04,6.2066e-06,1.311e-08,0,0,1.6739e-07,0,0,0.04,0.31,0.00019839,8.1836e-07,6.2659e-09,9.1185e-10,0.0015863,8.3421e-14,0,1.8727e-07,2.4203e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14,5.6066e-09,6.3537e-05,2.7461e-06,0.00039673,0,3.4629e-05,3.8636e-10,1.8873e-26,9.4507e-27,-1.3198e-07,1.3198e-07,0.04,6.4446e-06,1.3618e-08,0,0,1.8294e-07,0,0,0.04,0.31,0.00019839,8.1826e-07,6.266e-09,9.1187e-10,0.0015863,8.341e-14,0,1.8714e-07,2.4202e-07,0,5.6066e-09,6.3537e-05,2.7461e-06,0.00039673,0,3.4629e-05,3.8636e-10,1.8873e-26,9.4507e-27,-1.3198e-07,1.3198e-07,0.04,6.4446e-06,1.3618e-08,0,0,1.8294e-07,0,0,0.04,0.31,0.00019839,8.1826e-07,6.266e-09,9.1187e-10,0.0015863,8.341e-14,0,1.8714e-07,2.4202e-07,0,5.6066e-09,6.3537e-05,2.7461e-06,0.00039673,0,3.4629e-05,3.8636e-10,1.8873e-26,9.4507e-27,-1.3198e-07,1.3198e-07,0.04,6.4446e-06,1.3618e-08,0,0,1.8294e-07,0,0,0.04,0.31,0.00019839,8.1826e-07,6.266e-09,9.1187e-10,0.0015863,8.341e-14,0,1.8714e-07,2.4202e-07,0,5.6066e-09,6.3537e-05,2.7461e-06,0.00039673,0,3.4629e-05,3.8636e-10,1.8873e-26,9.4507e-27,-1.3198e-07,1.3198e-07,0.04,6.4446e-06,1.3618e-08,0,0,1.8294e-07,0,0,0.04,0.31,0.00019839,8.1826e-07,6.266e-09,9.1187e-10,0.0015863,8.341e-14,0,1.8714e-07,2.4202e-07,0,5.6066e-09,6.3537e-05,2.7461e-06,0.00039673,0,3.4629e-05,3.8636e-10,1.8873e-26,9.4507e-27,-1.3198e-07,1.3198e-07,0.04,6.4446e-06,1.3618e-08,0,0,1.8294e-07,0,0,0.04,0.31,0.00019839,8.1826e-07,6.266e-09,9.1187e-10,0.0015863,8.341e-14,0,1.8714e-07,2.4202e-07,0,5.6066e-09,6.3537e-05,2.7461e-06,0.00039673,0,3.4629e-05,3.8636e-10,1.8873e-26,9.4507e-27,-1.3198e-07,1.3198e-07,0.04,6.4446e-06,1.3618e-08,0,0,1.8294e-07,0,0,0.04,0.31,0.00019839,8.1826e-07,6.266e-09,9.1187e-10,0.0015863,8.341e-14,0,1.8714e-07,2.4202e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15,6.1138e-09,6.3434e-05,2.9897e-06,0.00039673,0,3.4588e-05,4.2058e-10,1.887e-26,9.4493e-27,-1.3196e-07,1.3196e-07,0.04,6.6915e-06,1.4146e-08,0,0,1.9907e-07,0,0,0.04,0.31,0.00019839,8.1815e-07,6.2662e-09,9.1188e-10,0.0015862,8.34e-14,0,1.8701e-07,2.42e-07,0,6.1138e-09,6.3434e-05,2.9897e-06,0.00039673,0,3.4588e-05,4.2058e-10,1.887e-26,9.4493e-27,-1.3196e-07,1.3196e-07,0.04,6.6915e-06,1.4146e-08,0,0,1.9907e-07,0,0,0.04,0.31,0.00019839,8.1815e-07,6.2662e-09,9.1188e-10,0.0015862,8.34e-14,0,1.8701e-07,2.42e-07,0,6.1138e-09,6.3434e-05,2.9897e-06,0.00039673,0,3.4588e-05,4.2058e-10,1.887e-26,9.4493e-27,-1.3196e-07,1.3196e-07,0.04,6.6915e-06,1.4146e-08,0,0,1.9907e-07,0,0,0.04,0.31,0.00019839,8.1815e-07,6.2662e-09,9.1188e-10,0.0015862,8.34e-14,0,1.8701e-07,2.42e-07,0,6.1138e-09,6.3434e-05,2.9897e-06,0.00039673,0,3.4588e-05,4.2058e-10,1.887e-26,9.4493e-27,-1.3196e-07,1.3196e-07,0.04,6.6915e-06,1.4146e-08,0,0,1.9907e-07,0,0,0.04,0.31,0.00019839,8.1815e-07,6.2662e-09,9.1188e-10,0.0015862,8.34e-14,0,1.8701e-07,2.42e-07,0,6.1138e-09,6.3434e-05,2.9897e-06,0.00039673,0,3.4588e-05,4.2058e-10,1.887e-26,9.4493e-27,-1.3196e-07,1.3196e-07,0.04,6.6915e-06,1.4146e-08,0,0,1.9907e-07,0,0,0.04,0.31,0.00019839,8.1815e-07,6.2662e-09,9.1188e-10,0.0015862,8.34e-14,0,1.8701e-07,2.42e-07,0,6.1138e-09,6.3434e-05,2.9897e-06,0.00039673,0,3.4588e-05,4.2058e-10,1.887e-26,9.4493e-27,-1.3196e-07,1.3196e-07,0.04,6.6915e-06,1.4146e-08,0,0,1.9907e-07,0,0,0.04,0.31,0.00019839,8.1815e-07,6.2662e-09,9.1188e-10,0.0015862,8.34e-14,0,1.8701e-07,2.42e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,16,6.6382e-09,6.3326e-05,3.2414e-06,0.00039672,0,3.4545e-05,4.561e-10,1.8868e-26,9.4479e-27,-1.3194e-07,1.3194e-07,0.04,6.9476e-06,1.4694e-08,0,0,2.158e-07,0,0,0.04,0.31,0.00019839,8.1805e-07,6.2663e-09,9.119e-10,0.0015862,8.3389e-14,0,1.8687e-07,2.4198e-07,0,6.6382e-09,6.3326e-05,3.2414e-06,0.00039672,0,3.4545e-05,4.561e-10,1.8868e-26,9.4479e-27,-1.3194e-07,1.3194e-07,0.04,6.9476e-06,1.4694e-08,0,0,2.158e-07,0,0,0.04,0.31,0.00019839,8.1805e-07,6.2663e-09,9.119e-10,0.0015862,8.3389e-14,0,1.8687e-07,2.4198e-07,0,6.6382e-09,6.3326e-05,3.2414e-06,0.00039672,0,3.4545e-05,4.561e-10,1.8868e-26,9.4479e-27,-1.3194e-07,1.3194e-07,0.04,6.9476e-06,1.4694e-08,0,0,2.158e-07,0,0,0.04,0.31,0.00019839,8.1805e-07,6.2663e-09,9.119e-10,0.0015862,8.3389e-14,0,1.8687e-07,2.4198e-07,0,6.6382e-09,6.3326e-05,3.2414e-06,0.00039672,0,3.4545e-05,4.561e-10,1.8868e-26,9.4479e-27,-1.3194e-07,1.3194e-07,0.04,6.9476e-06,1.4694e-08,0,0,2.158e-07,0,0,0.04,0.31,0.00019839,8.1805e-07,6.2663e-09,9.119e-10,0.0015862,8.3389e-14,0,1.8687e-07,2.4198e-07,0,6.6382e-09,6.3326e-05,3.2414e-06,0.00039672,0,3.4545e-05,4.561e-10,1.8868e-26,9.4479e-27,-1.3194e-07,1.3194e-07,0.04,6.9476e-06,1.4694e-08,0,0,2.158e-07,0,0,0.04,0.31,0.00019839,8.1805e-07,6.2663e-09,9.119e-10,0.0015862,8.3389e-14,0,1.8687e-07,2.4198e-07,0,6.6382e-09,6.3326e-05,3.2414e-06,0.00039672,0,3.4545e-05,4.561e-10,1.8868e-26,9.4479e-27,-1.3194e-07,1.3194e-07,0.04,6.9476e-06,1.4694e-08,0,0,2.158e-07,0,0,0.04,0.31,0.00019839,8.1805e-07,6.2663e-09,9.119e-10,0.0015862,8.3389e-14,0,1.8687e-07,2.4198e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,17,7.1805e-09,6.3215e-05,3.5015e-06,0.00039672,0,3.45e-05,4.9297e-10,1.8865e-26,9.4465e-27,-1.3192e-07,1.3192e-07,0.04,7.2132e-06,1.5263e-08,0,0,2.3315e-07,0,0,0.04,0.31,0.00019839,8.1794e-07,6.2664e-09,9.1191e-10,0.0015861,8.3378e-14,0,1.8673e-07,2.4197e-07,0,7.1805e-09,6.3215e-05,3.5015e-06,0.00039672,0,3.45e-05,4.9297e-10,1.8865e-26,9.4465e-27,-1.3192e-07,1.3192e-07,0.04,7.2132e-06,1.5263e-08,0,0,2.3315e-07,0,0,0.04,0.31,0.00019839,8.1794e-07,6.2664e-09,9.1191e-10,0.0015861,8.3378e-14,0,1.8673e-07,2.4197e-07,0,7.1805e-09,6.3215e-05,3.5015e-06,0.00039672,0,3.45e-05,4.9297e-10,1.8865e-26,9.4465e-27,-1.3192e-07,1.3192e-07,0.04,7.2132e-06,1.5263e-08,0,0,2.3315e-07,0,0,0.04,0.31,0.00019839,8.1794e-07,6.2664e-09,9.1191e-10,0.0015861,8.3378e-14,0,1.8673e-07,2.4197e-07,0,7.1805e-09,6.3215e-05,3.5015e-06,0.00039672,0,3.45e-05,4.9297e-10,1.8865e-26,9.4465e-27,-1.3192e-07,1.3192e-07,0.04,7.2132e-06,1.5263e-08,0,0,2.3315e-07,0,0,0.04,0.31,0.00019839,8.1794e-07,6.2664e-09,9.1191e-10,0.0015861,8.3378e-14,0,1.8673e-07,2.4197e-07,0,7.1805e-09,6.3215e-05,3.5015e-06,0.00039672,0,3.45e-05,4.9297e-10,1.8865e-26,9.4465e-27,-1.3192e-07,1.3192e-07,0.04,7.2132e-06,1.5263e-08,0,0,2.3315e-07,0,0,0.04,0.31,0.00019839,8.1794e-07,6.2664e-09,9.1191e-10,0.0015861,8.3378e-14,0,1.8673e-07,2.4197e-07,0,7.1805e-09,6.3215e-05,3.5015e-06,0.00039672,0,3.45e-05,4.9297e-10,1.8865e-26,9.4465e-27,-1.3192e-07,1.3192e-07,0.04,7.2132e-06,1.5263e-08,0,0,2.3315e-07,0,0,0.04,0.31,0.00019839,8.1794e-07,6.2664e-09,9.1191e-10,0.0015861,8.3378e-14,0,1.8673e-07,2.4197e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,18,7.7414e-09,6.31e-05,3.7703e-06,0.00039672,0,3.4454e-05,5.3125e-10,1.8862e-26,9.4449e-27,-1.3191e-07,1.3191e-07,0.04,7.4886e-06,1.5854e-08,0,0,2.5116e-07,0,0,0.04,0.31,0.00019839,8.1782e-07,6.2666e-09,9.1193e-10,0.001586,8.3366e-14,0,1.8658e-07,2.4195e-07,0,7.7414e-09,6.31e-05,3.7703e-06,0.00039672,0,3.4454e-05,5.3125e-10,1.8862e-26,9.4449e-27,-1.3191e-07,1.3191e-07,0.04,7.4886e-06,1.5854e-08,0,0,2.5116e-07,0,0,0.04,0.31,0.00019839,8.1782e-07,6.2666e-09,9.1193e-10,0.001586,8.3366e-14,0,1.8658e-07,2.4195e-07,0,7.7414e-09,6.31e-05,3.7703e-06,0.00039672,0,3.4454e-05,5.3125e-10,1.8862e-26,9.4449e-27,-1.3191e-07,1.3191e-07,0.04,7.4886e-06,1.5854e-08,0,0,2.5116e-07,0,0,0.04,0.31,0.00019839,8.1782e-07,6.2666e-09,9.1193e-10,0.001586,8.3366e-14,0,1.8658e-07,2.4195e-07,0,7.7414e-09,6.31e-05,3.7703e-06,0.00039672,0,3.4454e-05,5.3125e-10,1.8862e-26,9.4449e-27,-1.3191e-07,1.3191e-07,0.04,7.4886e-06,1.5854e-08,0,0,2.5116e-07,0,0,0.04,0.31,0.00019839,8.1782e-07,6.2666e-09,9.1193e-10,0.001586,8.3366e-14,0,1.8658e-07,2.4195e-07,0,7.7414e-09,6.31e-05,3.7703e-06,0.00039672,0,3.4454e-05,5.3125e-10,1.8862e-26,9.4449e-27,-1.3191e-07,1.3191e-07,0.04,7.4886e-06,1.5854e-08,0,0,2.5116e-07,0,0,0.04,0.31,0.00019839,8.1782e-07,6.2666e-09,9.1193e-10,0.001586,8.3366e-14,0,1.8658e-07,2.4195e-07,0,7.7414e-09,6.31e-05,3.7703e-06,0.00039672,0,3.4454e-05,5.3125e-10,1.8862e-26,9.4449e-27,-1.3191e-07,1.3191e-07,0.04,7.4886e-06,1.5854e-08,0,0,2.5116e-07,0,0,0.04,0.31,0.00019839,8.1782e-07,6.2666e-09,9.1193e-10,0.001586,8.3366e-14,0,1.8658e-07,2.4195e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,19,8.3216e-09,6.298e-05,4.0481e-06,0.00039672,0,3.4406e-05,5.7098e-10,1.8859e-26,9.4434e-27,-1.3189e-07,1.3189e-07,0.04,7.7743e-06,1.6467e-08,0,0,2.6984e-07,0,0,0.04,0.31,0.00019839,8.177e-07,6.2667e-09,9.1195e-10,0.001586,8.3354e-14,0,1.8643e-07,2.4193e-07,0,8.3216e-09,6.298e-05,4.0481e-06,0.00039672,0,3.4406e-05,5.7098e-10,1.8859e-26,9.4434e-27,-1.3189e-07,1.3189e-07,0.04,7.7743e-06,1.6467e-08,0,0,2.6984e-07,0,0,0.04,0.31,0.00019839,8.177e-07,6.2667e-09,9.1195e-10,0.001586,8.3354e-14,0,1.8643e-07,2.4193e-07,0,8.3216e-09,6.298e-05,4.0481e-06,0.00039672,0,3.4406e-05,5.7098e-10,1.8859e-26,9.4434e-27,-1.3189e-07,1.3189e-07,0.04,7.7743e-06,1.6467e-08,0,0,2.6984e-07,0,0,0.04,0.31,0.00019839,8.177e-07,6.2667e-09,9.1195e-10,0.001586,8.3354e-14,0,1.8643e-07,2.4193e-07,0,8.3216e-09,6.298e-05,4.0481e-06,0.00039672,0,3.4406e-05,5.7098e-10,1.8859e-26,9.4434e-27,-1.3189e-07,1.3189e-07,0.04,7.7743e-06,1.6467e-08,0,0,2.6984e-07,0,0,0.04,0.31,0.00019839,8.177e-07,6.2667e-09,9.1195e-10,0.001586,8.3354e-14,0,1.8643e-07,2.4193e-07,0,8.3216e-09,6.298e-05,4.0481e-06,0.00039672,0,3.4406e-05,5.7098e-10,1.8859e-26,9.4434e-27,-1.3189e-07,1.3189e-07,0.04,7.7743e-06,1.6467e-08,0,0,2.6984e-07,0,0,0.04,0.31,0.00019839,8.177e-07,6.2667e-09,9.1195e-10,0.001586,8.3354e-14,0,1.8643e-07,2.4193e-07,0,8.3216e-09,6.298e-05,4.0481e-06,0.00039672,0,3.4406e-05,5.7098e-10,1.8859e-26,9.4434e-27,-1.3189e-07,1.3189e-07,0.04,7.7743e-06,1.6467e-08,0,0,2.6984e-07,0,0,0.04,0.31,0.00019839,8.177e-07,6.2667e-09,9.1195e-10,0.001586,8.3354e-14,0,1.8643e-07,2.4193e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
